ReferenceGene,Subsystem,General_subsystem,CP043320,CP063780,CP039749,AP022324,CP000712,CP026386,CP012831,CP015225,CP043179,CP041013,CP061848,CP053697,CP076683,CP020100,CP060288,AP014655.1,CP007511.1,CP065866,CP022562,LS483372,CP069317,CP014784,CP065867,CP024478,CP013144,CP073105,CP038001,CP022561,CP045416,CP045349,AE004091.2,CP068238,CP012830,LR590473,CP065865,CP008896,CP061335,CP032419,CP045359,AP024503,CP008749.1,CP070982,CP050291,CP022560,CP058975
PA14_42730,none,Other,FXF61_05875,IH404_19625,FA030_16320,PPTS312_18560,Pput_3878,C3F42_08530,AO356_19550,TK06_29015,FQ342_20635,FIU24_13270,IE322_14670,HNE05_08345,KQ248_16915,BVH74_14790,H7683_19785,MT1_2678,CL52_07965,I9X27_17325,CHR29_07195,NCTC10038_04234,JQN61_14435,A0T30_12770,I9X29_17715,CS390_17795,AOU28_03350,KCX70_09720,DCC84_09905,CHN49_20495,FIU84_12330,FIV02_14815,PA1684,JHW37_16965,AO353_02235,NCTC13359_04299,I9X26_20495,HZ99_26890,ICJ54_08930,D3880_13300,FIU98_14795,PproGo58_42060,OU9_01693,JYG34_07290,HAV28_18620,CHR26_00595,HXW90_22135
PA14_09220,none,Other,,IH404_11880,FA030_00230,PPTS312_35080,Pput_3570,,AO356_24185,TK06_07370,FQ342_25050,FIU24_29365,,HNE05_01280,,,,MT1_1195,,I9X27_03610,CHR29_16280,NCTC10038_05257,JQN61_12985,,I9X29_03620,,AOU28_16295,,DCC84_18160,CHN49_18560,FIU84_08185,FIV02_08295,PA4230,JHW37_03550,AO353_23985,NCTC13359_01111,I9X26_03960,,ICJ54_13320,,FIU98_08275,PproGo58_34340,OU9_04285,JYG34_12160,,CHR26_28255,HXW90_15260
PA14_09270,none,Other,FXF61_11465,IH404_11940,FA030_00250,PPTS312_39050,Pput_1674,C3F42_28405,AO356_28280,TK06_08185,FQ342_25030,FIU24_29345,IE322_02785,HNE05_05300,KQ248_15230,BVH74_03190,H7683_16690,MT1_2326,CL52_05695,I9X27_03630,CHR29_10895,NCTC10038_02576,JQN61_08015,A0T30_12400,I9X29_03640,CS390_12930,AOU28_16275,KCX70_03315,DCC84_18180,CHN49_08665,FIU84_02855,FIV02_15555,PA4226,JHW37_03570,AO353_11140,NCTC13359_01115,I9X26_03980,HZ99_18440,ICJ54_20875,D3880_21090,FIU98_15535,PproGo58_34380,OU9_04278,JYG34_12935,HAV28_15355,CHR26_17700,HXW90_15280
PA14_09290,none,Other,,IH404_11900,FA030_00260,,,,,,,FIU24_29335,,,,,,,,I9X27_03640,,,,,I9X29_03650,,AOU28_16265,,,,,,PA4224,JHW37_03580,,NCTC13359_01118,I9X26_03990,,,,,,OU9_04277,,,,HXW90_15290
PA14_09280,none,Other,FXF61_11465,IH404_11940,FA030_00255,PPTS312_39050,Pput_1677,C3F42_28405,AO356_28215,TK06_00015,FQ342_25030,FIU24_29340,IE322_02805,HNE05_14165,KQ248_15230,BVH74_13720,H7683_05610,MT1_2326,CL52_05690,I9X27_03635,CHR29_10895,NCTC10038_03500,JQN61_08000,A0T30_12400,I9X29_03645,CS390_12925,AOU28_16275,KCX70_07350,DCC84_18180,CHN49_08680,FIU84_01170,FIV02_15560,PA4225,JHW37_03575,AO353_11140,NCTC13359_01117,I9X26_03985,HZ99_18440,ICJ54_20875,D3880_17765,FIU98_15540,PproGo58_34380,OU9_04278,JYG34_12935,HAV28_15350,CHR26_17695,HXW90_15285
PA14_26650,none,Other,FXF61_07385,IH404_15490,FA030_08005,PPTS312_18740,Pput_3860,C3F42_08410,AO356_27315,TK06_09450,FQ342_26420,FIU24_21590,IE322_14580,HNE05_10010,KQ248_08545,BVH74_17580,H7683_20215,MT1_2919,CL52_03210,I9X27_10560,CHR29_07295,NCTC10038_04568,JQN61_14340,A0T30_09815,I9X29_10895,CS390_11975,AOU28_09555,KCX70_06905,DCC84_11555,CHN49_20380,FIU84_09780,FIV02_09960,PA2892,JHW37_10300,AO353_24520,NCTC13359_02658,I9X26_11185,HZ99_26935,ICJ54_09020,D3880_13550,FIU98_09940,PproGo58_14480,OU9_02939,JYG34_07415,HAV28_18530,CHR26_00495,HXW90_20570
PA14_11130,none,Other,FXF61_11440,IH404_04190,FA030_01340,PPTS312_10850,Pput_0632,C3F42_21690,AO356_08000,TK06_17425,FQ342_07285,FIU24_28255,IE322_18310,HNE05_02835,KQ248_18160,BVH74_04405,H7683_01725,MT1_2925,CL52_05615,I9X27_04385,CHR29_03430,NCTC10038_00718,JQN61_03165,A0T30_07610,I9X29_04460,CS390_03220,AOU28_15545,KCX70_16390,DCC84_03525,CHN49_03065,FIU84_15830,FIV02_16725,PA4079,JHW37_04250,AO353_06105,NCTC13359_01328,I9X26_04730,HZ99_21370,ICJ54_04965,D3880_03410,FIU98_16705,PproGo58_07190,OU9_04132,JYG34_03140,HAV28_03140,CHR26_04270,HXW90_03195
PA14_38860,none,Other,,IH404_24740,FA030_14265,PPTS312_26320,Pput_3089,C3F42_04200,AO356_28055,TK06_07040,FQ342_31540,FIU24_15330,IE322_10905,,KQ248_15520,BVH74_16710,H7683_23820,MT1_2386,CL52_09750,I9X27_15790,CHR29_12055,NCTC10038_01280,JQN61_05795,A0T30_17690,I9X29_15805,CS390_13160,AOU28_04890,KCX70_11605,DCC84_05280,CHN49_11570,FIU84_11600,FIV02_14520,PA1982,JHW37_15650,AO353_22385,NCTC13359_03886,I9X26_18585,HZ99_11610,ICJ54_12645,D3880_11910,FIU98_14500,PproGo58_21060,OU9_02007,JYG34_05450,HAV28_20120,CHR26_25915,HXW90_19630
PA14_38850,none,Other,FXF61_04095,,FA030_14260,PPTS312_26330,Pput_3088,C3F42_06965,AO356_28050,TK06_07035,FQ342_31535,FIU24_15335,IE322_10900,HNE05_07080,KQ248_15530,BVH74_16705,H7683_23815,MT1_2388,CL52_09740,I9X27_15785,CHR29_12060,NCTC10038_04470,JQN61_05790,A0T30_11780,I9X29_15800,CS390_13155,AOU28_04895,KCX70_11600,DCC84_08655,CHN49_11575,FIU84_11595,FIV02_14515,PA1983,JHW37_15645,AO353_22375,NCTC13359_03885,I9X26_18580,,ICJ54_12650,D3880_11910,FIU98_14495,PproGo58_21080,OU9_02008,,HAV28_08135,CHR26_25910,HXW90_19625
PA14_09490,none,Other,,,FA030_00340,,,,,,,FIU24_29255,,,,,,,,I9X27_03715,,,,,I9X29_03725,,AOU28_16190,,,,,,PA4209,JHW37_03645,,NCTC13359_01133,I9X26_04070,HZ99_23390,,,,,OU9_04262,,,,
PA14_16360,none,Other,,,FA030_03270,,,,,,,FIU24_26325,,,,,,,,I9X27_06365,,,,,I9X29_06655,,AOU28_13650,,DCC84_05915,,,,PA3713,JHW37_06295,,NCTC13359_01714,I9X26_06700,,,,,,OU9_03755,,,,
PA14_03770,none,Other,,IH404_20465,FA030_30865,PPTS312_41410,Pput_1388,C3F42_24900,AO356_04095,TK06_13345,FQ342_09295,FIU24_31625,IE322_03040,HNE05_20105,,BVH74_05020,H7683_00040,,,I9X27_01460,CHR29_20180,NCTC10038_04412,JQN61_09705,A0T30_20200,I9X29_01465,CS390_06840,AOU28_19035,KCX70_20505,DCC84_07965,CHN49_07215,,FIV02_09275,PA0288,JHW37_01330,AO353_18400,NCTC13359_00656,I9X26_01500,HZ99_25495,ICJ54_20610,D3880_15235,FIU98_09255,PproGo58_15400,OU9_00292,JYG34_18785,HAV28_07020,CHR26_16215,HXW90_22995
PA14_18120,none,Other,FXF61_13880,IH404_23830,FA030_04315,PPTS312_47630,Pput_4531,C3F42_13685,AO356_07870,TK06_17300,FQ342_07165,FIU24_25280,IE322_25350,HNE05_11145,KQ248_15050,BVH74_00100,H7683_17050,MT1_2286,CL52_10050,I9X27_07085,CHR29_23525,NCTC10038_05160,JQN61_17375,A0T30_07930,I9X29_07370,CS390_03315,AOU28_18685,KCX70_11855,DCC84_03635,CHN49_23830,FIU84_09385,FIV02_06930,PA3570,JHW37_07020,AO353_05990,NCTC13359_01915,I9X26_07745,HZ99_21465,ICJ54_23615,D3880_03740,FIU98_06915,PproGo58_07360,OU9_03609,JYG34_03245,HAV28_21575,CHR26_11970,HXW90_26525
PA14_16390,none,Other,,IH404_11230,FA030_03285,PPTS312_05220,Pput_0072,C3F42_17170,AO356_21730,TK06_10585,FQ342_30150,FIU24_26310,IE322_21230,HNE05_12380,KQ248_18175,BVH74_00515,H7683_03355,MT1_2928,CL52_11935,I9X27_06380,CHR29_00055,NCTC10038_02262,JQN61_00055,,I9X29_06670,CS390_00285,AOU28_13635,KCX70_06675,DCC84_20820,CHN49_00055,FIU84_08345,FIV02_17900,PA3710,JHW37_06310,AO353_26740,NCTC13359_01717,I9X26_06715,HZ99_06455,ICJ54_02005,D3880_12965,FIU98_17885,PproGo58_24250,OU9_03752,JYG34_00050,HAV28_00050,CHR26_07460,HXW90_11125
PA14_37100,none,Other,,IH404_15165,FA030_13505,PPTS312_01620,Pput_4937,C3F42_19760,AO356_13790,TK06_23395,FQ342_25700,FIU24_16090,IE322_23260,HNE05_12380,KQ248_18175,BVH74_00515,H7683_12470,MT1_2928,CL52_11935,I9X27_15070,CHR29_25880,NCTC10038_05647,JQN61_19570,,I9X29_15095,CS390_01815,AOU28_05560,KCX70_03460,DCC84_31485,CHN49_26005,FIU84_08345,FIV02_02370,PA2124,JHW37_15055,AO353_07810,NCTC13359_03739,I9X26_17910,HZ99_15520,ICJ54_00095,D3880_12965,FIU98_02365,PproGo58_32530,OU9_02149,JYG34_01710,HAV28_13710,CHR26_09500,HXW90_29100
PA14_04780,none,Other,FXF61_00220,IH404_26895,FA030_31270,PPTS312_02210,Pput_4996,C3F42_19450,AO356_13290,TK06_22890,FQ342_12835,FIU24_31220,IE322_22975,HNE05_19290,KQ248_06360,BVH74_05625,H7683_07485,MT1_0712,CL52_19210,I9X27_01855,CHR29_26175,NCTC10038_05758,JQN61_19915,A0T30_00465,I9X29_01865,CS390_01550,AOU28_19430,KCX70_20605,DCC84_32025,CHN49_26290,FIU84_20085,FIV02_22260,PA0364,JHW37_01710,AO353_08300,NCTC13359_00743,I9X26_01890,HZ99_16045,ICJ54_00385,D3880_01285,FIU98_22240,PproGo58_55480,OU9_00372,JYG34_01325,HAV28_01430,CHR26_22435,HXW90_29595
PA14_09400,none,Other,,,FA030_00295,PPTS312_36630,Pput_1893,C3F42_07280,AO356_29155,TK06_01160,FQ342_31135,FIU24_29300,,HNE05_16480,,BVH74_15715,H7683_17950,,CL52_14690,I9X27_03675,CHR29_17765,NCTC10038_02864,,A0T30_03290,I9X29_03685,,AOU28_16230,,DCC84_17475,CHN49_14145,FIU84_20425,FIV02_07785,PA4217,JHW37_03605,,NCTC13359_01125,I9X26_04025,HZ99_03455,,D3880_08015,FIU98_07770,PproGo58_21880,OU9_04270,,,CHR26_18870,HXW90_13075
PA14_37590,none,Other,,IH404_23765,FA030_13740,,,,AO356_29095,,FQ342_07140,FIU24_15855,,,,,,,,I9X27_15290,,NCTC10038_05157,,,I9X29_15290,,AOU28_05375,,DCC84_03705,CHN49_14100,,,PA2081,JHW37_15165,AO353_05975,NCTC13359_03784,I9X26_18095,,,,,PproGo58_07410,OU9_02105,,,,HXW90_26510
PA14_37610,none,Other,FXF61_03875,IH404_23705,FA030_13745,PPTS312_35030,Pput_0872,C3F42_03675,AO356_20950,TK06_30300,FQ342_07090,FIU24_15850,IE322_06295,HNE05_13635,KQ248_19170,BVH74_08050,H7683_18370,MT1_3224,CL52_06010,I9X27_15295,CHR29_16250,NCTC10038_05145,JQN61_12185,A0T30_17760,I9X29_15295,CS390_17410,AOU28_05285,KCX70_06280,DCC84_03775,CHN49_04420,FIU84_15655,FIV02_18320,PA2080,JHW37_15170,AO353_05935,NCTC13359_03785,I9X26_18100,HZ99_03140,ICJ54_17820,D3880_13990,FIU98_18305,PproGo58_07510,OU9_02104,JYG34_15985,HAV28_09960,CHR26_19655,HXW90_26450
PA14_30750,none,Other,,IH404_23760,FA030_10675,,,,,,FQ342_07135,FIU24_18920,,,,,,,,I9X27_12320,,NCTC10038_05156,,,I9X29_12800,,AOU28_07865,,DCC84_03710,,,,PA2579,JHW37_12840,AO353_05970,NCTC13359_03193,I9X26_15060,HZ99_03145,,,,PproGo58_07420,OU9_02608,,,,HXW90_26505
PA14_23270,none,Other,FXF61_05645,IH404_09475,FA030_06335,PPTS312_18020,Pput_3946,C3F42_08840,AO356_03470,TK06_12695,FQ342_20800,FIU24_23260,IE322_14915,HNE05_10975,KQ248_17010,BVH74_10780,H7683_19845,MT1_2697,CL52_07870,I9X27_09170,CHR29_06935,NCTC10038_01872,JQN61_14710,A0T30_15210,I9X29_09500,CS390_18070,AOU28_10930,KCX70_09625,DCC84_09145,CHN49_20835,FIU84_11945,FIV02_09575,PA3167,JHW37_08865,AO353_02075,NCTC13359_02318,I9X26_09760,HZ99_27070,ICJ54_08610,D3880_14875,FIU98_09555,PproGo58_41680,OU9_03212,JYG34_07030,HAV28_18930,CHR26_00910,HXW90_08970
PA14_43950,none,Other,FXF61_04180,IH404_10215,,PPTS312_38690,Pput_1668,C3F42_26220,AO356_19710,TK06_29170,FQ342_02230,FIU24_12775,IE322_04460,HNE05_07270,KQ248_13810,BVH74_15770,H7683_23260,MT1_2025,CL52_08295,I9X27_17815,CHR29_18810,,JQN61_08045,A0T30_11995,I9X29_18205,CS390_08290,,KCX70_10045,DCC84_24345,CHN49_08635,FIU84_09155,FIV02_10975,PA1588,JHW37_17450,AO353_01820,NCTC13359_04398,I9X26_20985,HZ99_26245,ICJ54_19165,D3880_13655,FIU98_10955,PproGo58_16910,OU9_01595,JYG34_17335,HAV28_08365,CHR26_17880,HXW90_09735
PA14_66230,none,Other,FXF61_01760,IH404_03195,FA030_26360,PPTS312_08320,Pput_0368,C3F42_15340,AO356_08940,TK06_18350,FQ342_08350,FIU24_03225,IE322_19620,HNE05_15405,KQ248_07240,BVH74_08645,H7683_13155,MT1_0889,CL52_18485,I9X27_26890,CHR29_02065,NCTC10038_00510,JQN61_01840,A0T30_04705,I9X29_27955,CS390_22570,AOU28_22740,KCX70_19575,DCC84_02470,CHN49_01710,FIU84_19275,FIV02_02880,PA5010,JHW37_26800,AO353_12885,NCTC13359_06306,I9X26_30700,HZ99_20425,ICJ54_03655,D3880_20245,FIU98_02875,PproGo58_05110,OU9_05118,JYG34_24245,HAV28_23595,CHR26_05790,HXW90_02310
PA14_66250,none,Other,FXF61_01750,IH404_03185,FA030_26370,PPTS312_08300,Pput_0366,C3F42_15350,AO356_08950,TK06_18360,FQ342_08360,FIU24_03215,IE322_19630,HNE05_15415,KQ248_07230,BVH74_08635,H7683_13145,MT1_0887,CL52_18495,I9X27_26900,CHR29_02055,NCTC10038_00508,JQN61_01830,A0T30_04695,I9X29_27965,CS390_22580,AOU28_22730,KCX70_19585,DCC84_02460,CHN49_01700,FIU84_19285,FIV02_02870,PA5012,JHW37_26810,AO353_12875,NCTC13359_06308,I9X26_30710,HZ99_20415,ICJ54_03645,D3880_20255,FIU98_02865,PproGo58_05090,OU9_05120,JYG34_24255,HAV28_23605,CHR26_05800,HXW90_02300
PA14_66220,none,Other,FXF61_01765,IH404_03200,FA030_26355,PPTS312_08330,Pput_0369,C3F42_15335,AO356_08935,TK06_18345,FQ342_08345,FIU24_03230,IE322_19615,HNE05_15400,KQ248_07245,BVH74_08650,H7683_13160,MT1_0890,CL52_18480,I9X27_26885,CHR29_02070,NCTC10038_00511,JQN61_01845,A0T30_04710,I9X29_27950,CS390_22565,AOU28_22745,KCX70_19570,DCC84_02475,CHN49_01715,FIU84_19270,FIV02_02885,PA5009,JHW37_26795,AO353_12890,NCTC13359_06305,I9X26_30695,HZ99_20430,ICJ54_03660,D3880_20240,FIU98_02880,PproGo58_05120,OU9_05117,JYG34_24240,HAV28_23590,CHR26_05785,HXW90_02315
PA14_65960,none,Other,FXF61_12110,IH404_03300,FA030_26250,PPTS312_50640,Pput_4800,C3F42_20445,AO356_08820,TK06_18245,FQ342_08235,FIU24_03335,IE322_23975,HNE05_15305,KQ248_07335,BVH74_08755,H7683_13305,MT1_0907,CL52_18385,I9X27_26775,CHR29_25185,NCTC10038_00534,JQN61_18895,A0T30_04805,I9X29_27845,CS390_02500,,KCX70_19475,DCC84_02575,CHN49_25300,FIU84_19160,FIV02_03025,PA4988,JHW37_26690,AO353_13000,NCTC13359_06284,I9X26_30590,HZ99_20515,ICJ54_25260,D3880_20140,FIU98_03020,PproGo58_05340,OU9_05096,JYG34_23475,HAV28_02430,CHR26_10200,HXW90_02410
PA14_66240,none,Other,FXF61_01755,IH404_03190,FA030_26365,PPTS312_08310,Pput_0367,C3F42_15345,AO356_08945,TK06_18355,FQ342_08355,FIU24_03220,IE322_19625,HNE05_15410,KQ248_07235,BVH74_08640,H7683_13150,MT1_0888,CL52_18490,I9X27_26895,CHR29_02060,NCTC10038_00509,JQN61_01835,A0T30_04700,I9X29_27960,CS390_22575,AOU28_22735,KCX70_19580,DCC84_02465,CHN49_01705,FIU84_19280,FIV02_02875,PA5011,JHW37_26805,AO353_12880,NCTC13359_06307,I9X26_30705,HZ99_20420,ICJ54_03650,D3880_20250,FIU98_02870,PproGo58_05100,OU9_05119,JYG34_24250,HAV28_23600,CHR26_05795,HXW90_02305
PA14_39690,none,Other,FXF61_08215,,FA030_15045,,,,AO356_25235,TK06_03635,,FIU24_14545,,,KQ248_22030,,H7683_22570,MT1_3882,CL52_04325,I9X27_16090,,,,,I9X29_16090,,AOU28_04575,KCX70_04260,,,FIU84_17720,FIV02_14100,PA1920,JHW37_15895,AO353_22125,NCTC13359_04038,I9X26_18885,HZ99_04445,,,FIU98_14080,,OU9_01947,,,,HXW90_17935
PA14_45020,none,Other,FXF61_04130,IH404_10105,FA030_17290,PPTS312_39740,Pput_1570,C3F42_07205,AO356_19610,TK06_29075,FQ342_02340,FIU24_12300,IE322_03945,HNE05_04485,KQ248_20385,BVH74_00105,H7683_19600,MT1_3470,CL52_05460,I9X27_18700,CHR29_19315,NCTC10038_02017,JQN61_08545,A0T30_11935,I9X29_18675,CS390_07725,AOU28_02400,KCX70_16305,DCC84_24495,CHN49_08120,FIU84_16020,FIV02_15005,PA1500,JHW37_17890,AO353_01930,NCTC13359_04492,I9X26_21445,HZ99_26135,ICJ54_19685,D3880_09340,FIU98_14985,PproGo58_16700,OU9_01500,JYG34_08015,HAV28_07890,CHR26_17230,HXW90_09610
PA14_43940,none,Other,FXF61_04185,IH404_10220,FA030_16810,PPTS312_38680,Pput_1669,C3F42_26225,AO356_19715,TK06_29175,FQ342_02225,FIU24_12780,IE322_04465,HNE05_07275,KQ248_13815,BVH74_15765,H7683_23255,MT1_2026,CL52_08300,I9X27_17810,CHR29_18805,NCTC10038_02044,JQN61_08040,A0T30_12000,I9X29_18200,CS390_08295,AOU28_02860,KCX70_10050,DCC84_24340,CHN49_08640,FIU84_09160,FIV02_10980,PA1589,JHW37_17445,AO353_01815,NCTC13359_04397,I9X26_20980,HZ99_26250,ICJ54_19160,D3880_13650,FIU98_10960,PproGo58_16920,OU9_01596,JYG34_17330,HAV28_08370,CHR26_17885,HXW90_09740
PA14_63550,none,Other,FXF61_12790,,FA030_25320,PPTS312_09830,Pput_0526,C3F42_14450,,,,FIU24_04265,IE322_18835,,KQ248_15995,,H7683_14010,MT1_2490,CL52_00565,I9X27_25860,CHR29_02910,,JQN61_02675,,I9X29_26930,CS390_21815,AOU28_23775,KCX70_11075,,CHN49_02525,FIU84_00990,FIV02_03695,PA4809,JHW37_25830,AO353_24980,NCTC13359_06093,I9X26_29660,,ICJ54_04440,D3880_19770,FIU98_03690,,OU9_04909,JYG34_02595,HAV28_22715,CHR26_04950,
PA14_45940,none,Other,,,FA030_17635,,,,AO356_12465,,,FIU24_11955,,,,,,,,I9X27_19045,,,,,I9X29_19015,,AOU28_02060,,,,,,PA1432,JHW37_18210,,NCTC13359_04561,I9X26_21790,HZ99_23355,,,,,OU9_01431,,,,
PA14_18500,none,Other,,IH404_06270,FA030_04450,PPTS312_46670,Pput_4442,C3F42_22405,AO356_17290,TK06_26870,FQ342_05760,FIU24_25145,IE322_00405,HNE05_19920,,BVH74_05265,H7683_15360,,,I9X27_07220,CHR29_23035,NCTC10038_01179,JQN61_16870,A0T30_11830,I9X29_07500,CS390_10165,AOU28_12800,,DCC84_28290,CHN49_23375,,FIV02_05095,PA3545,JHW37_07110,AO353_04705,NCTC13359_01943,I9X26_07875,HZ99_11940,ICJ54_23110,D3880_05585,FIU98_05085,PproGo58_10000,OU9_03584,JYG34_21575,HAV28_21135,CHR26_12530,HXW90_05520
PA14_49870,none,Other,FXF61_14735,IH404_21965,FA030_19230,PPTS312_41750,Pput_1330,C3F42_09330,AO356_05080,TK06_14400,FQ342_19400,FIU24_10360,IE322_02865,HNE05_17805,KQ248_03900,BVH74_04615,H7683_10195,MT1_0275,CL52_00110,I9X27_20110,CHR29_20350,NCTC10038_04793,JQN61_09875,A0T30_02115,I9X29_20650,CS390_06670,AOU28_00635,KCX70_00160,DCC84_26475,CHN49_07025,FIU84_00110,FIV02_00205,PA1122,JHW37_19885,AO353_03290,NCTC13359_04879,I9X26_23310,HZ99_10190,ICJ54_20795,D3880_00080,FIU98_00205,PproGo58_44350,OU9_01127,JYG34_19080,HAV28_06845,CHR26_16030,HXW90_24630
PA14_21140,none,Other,,IH404_02695,FA030_05525,PPTS312_13460,Pput_0853,C3F42_12195,AO356_23390,TK06_08110,FQ342_08900,FIU24_24070,IE322_17150,HNE05_05220,KQ248_10750,BVH74_09560,H7683_02275,MT1_1457,CL52_14490,I9X27_08375,CHR29_04685,NCTC10038_01995,JQN61_12270,A0T30_14795,I9X29_08675,CS390_13660,AOU28_11730,KCX70_05740,DCC84_24605,CHN49_04320,FIU84_15265,FIV02_17395,PA3316,JHW37_08100,AO353_12260,NCTC13359_02159,I9X26_08965,HZ99_13345,ICJ54_06330,D3880_07680,FIU98_17380,PproGo58_04000,OU9_03375,JYG34_04650,HAV28_04355,CHR26_03110,HXW90_01775
PA14_20330,none,Other,FXF61_05340,IH404_05440,FA030_05185,PPTS312_13460,Pput_0853,C3F42_12195,AO356_23390,TK06_08110,FQ342_06520,FIU24_24410,IE322_17150,HNE05_05225,KQ248_10750,BVH74_09560,H7683_18810,MT1_3960,CL52_14490,I9X27_08040,CHR29_04685,NCTC10038_01995,JQN61_12275,A0T30_14790,I9X29_08320,CS390_13660,AOU28_12065,KCX70_05740,DCC84_24605,CHN49_04320,FIU84_20905,FIV02_08580,PA3382,JHW37_07820,AO353_05435,NCTC13359_02091,I9X26_08610,HZ99_13345,ICJ54_06330,D3880_07680,FIU98_08560,PproGo58_08470,OU9_03440,JYG34_04650,HAV28_04355,CHR26_26320,HXW90_04685
PA14_21150,none,Other,,,FA030_05530,PPTS312_13450,Pput_0852,C3F42_12200,AO356_23395,TK06_08105,FQ342_29820,FIU24_24065,IE322_17155,HNE05_05225,KQ248_10755,BVH74_09565,H7683_02270,MT1_1458,CL52_14485,I9X27_08380,CHR29_04680,NCTC10038_01995,JQN61_12275,A0T30_14790,I9X29_08680,CS390_13665,AOU28_11725,KCX70_05745,DCC84_24605,CHN49_04315,FIU84_15260,FIV02_17390,PA3315,JHW37_08105,,NCTC13359_02160,I9X26_08970,HZ99_13345,ICJ54_06325,D3880_07685,FIU98_17375,PproGo58_24910,OU9_03374,JYG34_04645,HAV28_04350,CHR26_03115,
PA14_21160,none,Other,FXF61_11255,IH404_25245,FA030_05535,PPTS312_13440,Pput_0542,C3F42_12205,AO356_23400,TK06_08100,FQ342_09565,FIU24_24060,IE322_17160,HNE05_05230,KQ248_10760,BVH74_09570,H7683_02265,MT1_1459,CL52_14480,I9X27_08385,CHR29_04675,NCTC10038_01993,JQN61_12280,A0T30_14785,I9X29_08685,CS390_13670,AOU28_11720,KCX70_05750,DCC84_24615,CHN49_04310,FIU84_15255,FIV02_17385,PA3314,JHW37_08110,AO353_11720,NCTC13359_02161,I9X26_08975,HZ99_19365,ICJ54_06320,D3880_07690,FIU98_17370,PproGo58_02680,OU9_03373,JYG34_04640,HAV28_04345,CHR26_03120,HXW90_01125
PA14_20320,none,Other,,,FA030_05180,PPTS312_13430,Pput_0851,C3F42_12210,AO356_23405,TK06_08095,,FIU24_24415,IE322_17165,HNE05_05235,KQ248_10765,BVH74_06620,H7683_18805,MT1_3961,CL52_03170,I9X27_08035,CHR29_00975,NCTC10038_01994,JQN61_12285,A0T30_14780,I9X29_08315,CS390_13675,AOU28_12070,KCX70_05755,DCC84_24610,CHN49_04305,FIU84_20900,FIV02_08575,PA3383,JHW37_07815,,NCTC13359_02090,I9X26_08605,HZ99_13340,ICJ54_06315,D3880_07695,FIU98_08555,,OU9_03441,JYG34_04635,HAV28_04340,CHR26_26310,
PA14_20420,none,Other,FXF61_01065,IH404_08185,FA030_05220,PPTS312_22510,Pput_3452,C3F42_04325,AO356_28845,TK06_08470,FQ342_03960,FIU24_24375,IE322_12570,HNE05_04450,KQ248_10720,BVH74_11905,H7683_18845,MT1_3952,CL52_00075,I9X27_08075,CHR29_09875,NCTC10038_02002,JQN61_13080,A0T30_09290,I9X29_08355,CS390_08475,AOU28_12030,KCX70_00080,DCC84_24570,CHN49_17915,FIU84_20940,FIV02_08615,PA3375,JHW37_07855,AO353_17105,NCTC13359_02098,I9X26_08645,HZ99_27330,ICJ54_10980,D3880_11300,FIU98_08595,PproGo58_36180,OU9_03433,JYG34_09215,HAV28_15995,CHR26_17750,HXW90_01125
PA14_21175,none,Other,,,FA030_05540,PPTS312_13430,Pput_0851,C3F42_12210,AO356_23405,TK06_08095,,FIU24_24055,IE322_17165,HNE05_05235,KQ248_10765,BVH74_09575,H7683_02260,MT1_1460,CL52_14475,I9X27_08390,CHR29_04670,NCTC10038_01994,JQN61_12285,A0T30_14780,I9X29_08690,CS390_13675,AOU28_11715,KCX70_05755,DCC84_02015,CHN49_04305,FIU84_15250,FIV02_17380,PA3313,JHW37_08115,AO353_12320,NCTC13359_02162,I9X26_08980,HZ99_13340,ICJ54_06315,D3880_07695,FIU98_17365,,OU9_03372,JYG34_04635,HAV28_04340,CHR26_03125,
PA14_24170,none,Other,FXF61_08970,IH404_17880,FA030_06730,PPTS312_19840,Pput_3734,C3F42_25895,AO356_01700,TK06_11145,FQ342_22530,FIU24_22865,IE322_13995,HNE05_10180,KQ248_13285,BVH74_15310,H7683_00910,MT1_1950,CL52_11525,I9X27_09545,CHR29_08510,NCTC10038_03896,JQN61_13750,A0T30_09585,I9X29_09895,CS390_17190,AOU28_10585,KCX70_09190,DCC84_22680,CHN49_19630,FIU84_08840,FIV02_15940,PA3092,JHW37_09265,AO353_20220,NCTC13359_02397,I9X26_10170,HZ99_06075,ICJ54_09655,D3880_14560,FIU98_15920,PproGo58_38480,OU9_03148,JYG34_08185,HAV28_17960,CHR26_29495,HXW90_19310
PA14_63640,none,Other,FXF61_08970,IH404_17880,FA030_25345,PPTS312_19840,Pput_3734,C3F42_25895,AO356_01700,TK06_11145,FQ342_22530,FIU24_04240,IE322_13995,HNE05_10180,KQ248_13285,BVH74_15310,H7683_00910,MT1_1950,CL52_11525,I9X27_25885,CHR29_08510,NCTC10038_03896,JQN61_13750,A0T30_09585,I9X29_26955,CS390_17190,AOU28_23745,KCX70_09190,DCC84_22680,CHN49_19630,FIU84_08840,FIV02_15940,PA4814,JHW37_25850,AO353_20220,NCTC13359_06099,I9X26_29685,HZ99_06075,ICJ54_09655,D3880_14560,FIU98_15920,PproGo58_38480,OU9_04916,JYG34_08185,HAV28_17960,CHR26_29495,HXW90_19310
